avg.exp,pct.exp,features.plot,id,avg.exp.scaled
1.190227843,71.61458333,SYP,Exc-L2-3-LINC00507-RPL9P17,-1.329823503
0.593839283,14.84375,SST,Exc-L2-3-LINC00507-RPL9P17,0.872224801
0.224422462,13.54166667,RORB,Exc-L2-3-LINC00507-RPL9P17,-0.526022684
4.202628819,92.1875,RBFOX3,Exc-L2-3-LINC00507-RPL9P17,0.211161599
0,0,PVALB,Exc-L2-3-LINC00507-RPL9P17,-0.297596754
0.206043556,12.5,PCP4,Exc-L2-3-LINC00507-RPL9P17,-0.123777416
0.179683733,20.05208333,NTNG2,Exc-L2-3-LINC00507-RPL9P17,-0.172181838
0.594075335,26.04166667,NTNG1,Exc-L2-3-LINC00507-RPL9P17,-0.430113739
0.003257452,0.520833333,NPY,Exc-L2-3-LINC00507-RPL9P17,-0.311405995
13.8393889,99.73958333,MAP2,Exc-L2-3-LINC00507-RPL9P17,2.260982352
1.511780422,75.52083333,LMO4,Exc-L2-3-LINC00507-RPL9P17,-0.103842191
0.003864162,0.520833333,LHX6,Exc-L2-3-LINC00507-RPL9P17,-0.41057287
1.650758408,41.14583333,GPC5,Exc-L2-3-LINC00507-RPL9P17,-0.492463721
0.113937826,5.46875,GAD2,Exc-L2-3-LINC00507-RPL9P17,-0.52782279
0.028365128,2.604166667,GAD1,Exc-L2-3-LINC00507-RPL9P17,-0.63166406
0.026014719,3.645833333,FOXP2,Exc-L2-3-LINC00507-RPL9P17,-0.748137277
3.963211642,90.625,CUX2,Exc-L2-3-LINC00507-RPL9P17,1.043680786
1.883278695,58.07291667,CCK,Exc-L2-3-LINC00507-RPL9P17,0.356956984
0.002883225,0.520833333,CALB2,Exc-L2-3-LINC00507-RPL9P17,-0.348544043
0.073310917,10.9375,CALB1,Exc-L2-3-LINC00507-RPL9P17,0.311324395
6.461653665,98.17708333,APP,Exc-L2-3-LINC00507-RPL9P17,0.358912642
0.129374299,8.59375,ADARB2,Exc-L2-3-LINC00507-RPL9P17,-0.465334824
1.026739346,70.57291667,ADARB1,Exc-L2-3-LINC00507-RPL9P17,0.826517895
0.004455375,0.833333333,VIP,Exc-L3-5-FEZF2-ONECUT1,-0.304092115
1.519597323,68.33333333,SYP,Exc-L3-5-FEZF2-ONECUT1,0.295417304
0.067281031,1.666666667,SST,Exc-L3-5-FEZF2-ONECUT1,-0.365654044
0.415711611,7.5,RORB,Exc-L3-5-FEZF2-ONECUT1,-0.476622329
2.568230611,75.83333333,RBFOX3,Exc-L3-5-FEZF2-ONECUT1,-1.173801859
0,0,PVALB,Exc-L3-5-FEZF2-ONECUT1,-0.297596754
0.39262638,33.33333333,PCP4,Exc-L3-5-FEZF2-ONECUT1,0.298676358
0.240051967,19.16666667,NTNG2,Exc-L3-5-FEZF2-ONECUT1,-0.072615001
3.426356929,71.66666667,NTNG1,Exc-L3-5-FEZF2-ONECUT1,0.633228619
0.173704208,1.666666667,NPY,Exc-L3-5-FEZF2-ONECUT1,0.26641611
10.91196759,82.5,MAP2,Exc-L3-5-FEZF2-ONECUT1,0.62833563
1.22885434,58.33333333,LMO4,Exc-L3-5-FEZF2-ONECUT1,-0.346097142
0,0,LHX6,Exc-L3-5-FEZF2-ONECUT1,-0.421009048
3.95736061,48.33333333,GPC5,Exc-L3-5-FEZF2-ONECUT1,0.676971741
0.021197794,2.5,GAD2,Exc-L3-5-FEZF2-ONECUT1,-0.572148907
0.025441951,2.5,GAD1,Exc-L3-5-FEZF2-ONECUT1,-0.633310665
1.026676841,16.66666667,FOXP2,Exc-L3-5-FEZF2-ONECUT1,-0.350448646
1.046051791,24.16666667,CUX2,Exc-L3-5-FEZF2-ONECUT1,-0.323224249
0.149577311,13.33333333,CCK,Exc-L3-5-FEZF2-ONECUT1,-1.180501826
0.002308403,0.833333333,CALB2,Exc-L3-5-FEZF2-ONECUT1,-0.349530976
0.004364144,0.833333333,CALB1,Exc-L3-5-FEZF2-ONECUT1,-0.755484342
5.05965372,79.16666667,APP,Exc-L3-5-FEZF2-ONECUT1,-1.258362321
0.880088004,21.66666667,ADARB2,Exc-L3-5-FEZF2-ONECUT1,-0.436551777
0.6043685,49.16666667,ADARB1,Exc-L3-5-FEZF2-ONECUT1,-0.80771275
